name,market_value,goals,assists,contribution
Pato Rodríguez,13.017005083966255,4,6,10
Hüsamettin Tut,10.12667110305036,0,0,0
Samir Fazli,11.736077016252437,1,0,1
Nikola Jakimovski,11.918397239722838,1,4,5
Daniel Mojsov,11.918397239722838,1,0,1
Cengiz Bicer,10.12667110305036,0,0,0
Lisandro Magallán,14.403297778421795,2,4,6
Fatos Beqiraj,11.918397239722838,8,5,13
Kafoumba Coulibaly,12.611541086966115,0,0,0
Diallo Guidileye,12.524530013005734,1,4,5
Luke Freeman,13.122365377402328,0,2,2
Moussa Gueye,11.225256725762893,2,0,2
Michael Nelson,10.819798284210286,4,5,9
Murat Akça,11.225256725762893,3,1,4
Simon Church,12.429220196836383,7,2,9
Ignacio Fideleff,10.12667110305036,1,0,1
Marvin Bartley,11.51293546492023,2,5,7
Gary Madine,12.429220196836383,0,0,0
Felicio Brown Forbes,12.429220196836383,6,1,7
Konstantinos Kaznaferis,12.206077645517674,0,1,1
Vangelis Kontogoulidis,11.51293546492023,1,0,1
Alexios Michail,11.918397239722838,8,5,13
Ilias Michalopoulos,12.206077645517674,0,0,0
Georgios Dasios,11.51293546492023,0,2,2
Fabián Monzón,10.819798284210286,3,1,4
Juan Cala,13.304686600863562,10,7,17
Aaron Wilbraham,11.51293546492023,1,0,1
Sam Baldock,11.51293546492023,0,0,0
Alex Fisher,11.51293546492023,8,0,8
Mark Oxley,11.918397239722838,0,0,0
Martijn van der Laan,11.51293546492023,0,1,1
Ryan Bennett,12.429220196836383,4,0,4
Gary Dicker,12.611541086966115,3,7,10
Ben Hamer,12.206077645517674,0,0,0
Russell Martin,14.220976332738882,7,2,9
Anthony Pilkington,12.429220196836383,6,4,10
David Stockdale,11.51293546492023,0,0,0
Marc Tierney,12.899222326086994,0,0,0
Ashley Williams,13.592368256649284,6,5,11
Nick Blackman,12.611541086966115,2,2,4
Rory Boulding,12.323860125621126,1,0,1
Kristian Dennis,11.736077016252437,5,1,6
Matt Done,12.765691290604371,1,1,2
Neil Taylor,13.122365377402328,0,7,7
Luke Ayling,14.403297778421795,4,4,8
Kyle Bartley,13.304686600863562,3,1,4
Erik Morán,12.899222326086994,1,2,3
Dani Nieto,12.611541086966115,8,7,15
Jorge Pulido,13.997832948091215,6,3,9
Volkan Yilmaz,11.51293546492023,1,0,1
Arif Morkaya,11.918397239722838,0,0,0
Serol Demirhan,10.12667110305036,0,0,0
Halil Colak,10.819798284210286,5,2,7
Andrey Galabinov,12.611541086966115,8,4,12
Ignacio González,10.819798284210286,6,2,8
Daniel Lukasik,11.51293546492023,2,1,3
Marco Fabián,12.899222326086994,8,7,15
Nikolaos Pantidos,12.206077645517674,0,0,0
Rostyn Griffiths,12.323860125621126,2,0,2
Milan Borjan,13.815511557963774,0,0,0
Paulo Tavares,12.206077645517674,9,6,15
Rafik Halliche,12.206077645517674,3,2,5
Damián Musto,12.206077645517674,0,0,0
Myroslav Slavov,11.918397239722838,0,0,0
Ufuk Budak,10.12667110305036,1,0,1
Sergey Politevich,11.918397239722838,2,0,2
Dejan Radonjic,11.51293546492023,4,3,7
Maurício,11.918397239722838,2,1,3
Brayan Angulo,14.220976332738882,1,1,2
Paulo Victor,10.819798284210286,0,1,1
Rafael Carioca,14.403297778421795,2,2,4
Douglas Jesus,12.206077645517674,0,1,1
Marcelinho,11.918397239722838,11,7,18
Leandro Salino,13.304686600863562,2,7,9
Nzuzi Toko,12.206077645517674,1,1,2
Vaso Vasic,11.51293546492023,0,0,0
David Meyler,13.815511557963774,6,4,10
Antun Palic,12.429220196836383,0,0,0
Vujadin Savic,12.765691290604371,0,0,0
Gary Deegan,10.12667110305036,1,1,2
Eoin Doyle,12.323860125621126,12,3,15
Xenofon Fetsis,12.765691290604371,1,0,1
Stefanos Kapino,12.899222326086994,0,0,0
Anastasios Lagos,12.206077645517674,5,4,9
Panagiotis Vlachos,10.819798284210286,0,0,0
Valentinos Vlachos,12.206077645517674,0,6,6
Vagner,10.819798284210286,0,0,0
Renan Foguinho,11.51293546492023,3,1,4
Musa Nizam,11.736077016252437,2,2,4
Daniel Monllor,9.210440366976517,0,0,0
Diogo,12.429220196836383,0,0,0
Yoann Touzghar,12.611541086966115,12,1,13
Cristian Chávez,11.225256725762893,0,1,1
Maurício Ramos,12.611541086966115,1,0,1
Felipe Trevizan,11.51293546492023,3,0,3
Keirrison,12.611541086966115,0,0,0
Jude Nworuh,12.206077645517674,3,5,8
Wallace,11.918397239722838,2,0,2
Peter Friis Jensen,11.51293546492023,0,0,0
Guido Milán,10.819798284210286,2,0,2
Jerry Vandam,11.918397239722838,0,1,1
Oleg Krasnopyorov,12.611541086966115,0,3,3
Randy Wolters,10.12667110305036,0,4,4
Jesper Christjansen,11.736077016252437,5,4,9
Pierre Kanstrup,11.918397239722838,6,6,12
Mark Leth Pedersen,11.918397239722838,0,0,0
Milan Rodic,14.508658238524095,4,2,6
Daniel Stenderup,11.51293546492023,2,1,3
Giedrius Arlauskis,12.206077645517674,0,0,0
Yevgen Khacheridi,11.51293546492023,5,2,7
Ivan Kecojevic,11.51293546492023,1,0,1
Janko Simovic,11.225256725762893,0,0,0
Pavel Stepanets,10.819798284210286,0,1,1
Ousmane Viera,12.611541086966115,3,1,4
Zsolt Korcsmár,12.611541086966115,2,1,3
Youssef Msakni,13.710151153416941,1,0,1
Vincenzo Camilleri,11.51293546492023,0,0,0
Thomas Nörgaard,11.918397239722838,0,0,0
Mersudin Ahmetovic,10.819798284210286,0,0,0
Diego Romano,11.918397239722838,5,5,10
Zhi Gin Lam,12.07254696717504,1,1,2
Besart Abdurahimi,12.899222326086994,3,2,5
Stuart Kettlewell,13.017005083966255,4,1,5
Paul Paton,12.323860125621126,6,6,12
Mateo Pavlovic,12.899222326086994,5,3,8
Éder Sciola,12.429220196836383,0,0,0
Ivan Sesar,11.918397239722838,0,5,5
Wíres,13.592368256649284,0,0,0
Rasmus Minor Petersen,12.429220196836383,3,3,6
Ricki Olsen,11.918397239722838,0,2,2
Kostyantyn Makhnovskyi,10.819798284210286,0,0,0
José Alberto Cañas,11.51293546492023,6,1,7
Javi Jiménez,10.819798284210286,0,0,0
Oliver Feldballe,11.225256725762893,0,1,1
Mathias Gehrt,11.918397239722838,12,5,17
Daniel Norouzi,11.918397239722838,1,0,1
Garath McCleary,11.736077016252437,4,7,11
Jonás Ramalho,13.122365377402328,1,0,1
Mauricio Carrasco,10.819798284210286,10,3,13
Deniz Aslan,11.51293546492023,0,0,0
Baba,12.07254696717504,10,4,14
Kasper Povlsen,12.206077645517674,4,7,11
Kyrylo Kovalchuk,12.611541086966115,1,3,4
Josef Sural,13.815511557963774,2,0,2
Artur Nigmatullin,12.765691290604371,0,1,1
Christopher Knett,12.323860125621126,0,0,0
Lukas Marecek,12.206077645517674,4,3,7
Muris Mesanovic,11.918397239722838,10,3,13
Zé Eduardo,12.07254696717504,4,6,10
Adama Traoré,12.429220196836383,0,2,2
Kantemir Berkhamov,10.819798284210286,4,6,10
Taras Burlak,11.51293546492023,4,2,6
Anton Kochenkov,12.206077645517674,0,0,0
Taras Tsarikaev,12.206077645517674,0,1,1
Ignasi Miquel,13.997832948091215,1,2,3
Igor Picusceac,11.918397239722838,7,2,9
Paolo Grbac,10.819798284210286,0,0,0
Murad Tagilov,11.918397239722838,0,0,0
Nemanja Milunovic,13.122365377402328,1,1,2
Jacob Schoop,11.918397239722838,5,7,12
Nicholas Gotfredsen,11.918397239722838,1,3,4
André Riel,11.918397239722838,7,3,10
Milan Milanovic,10.819798284210286,0,0,0
Raffaele Di Gennaro,12.611541086966115,0,0,0
Andraz Struna,10.819798284210286,1,7,8
Andreas Larsen,11.225256725762893,0,0,0
Peter Sladek,11.51293546492023,0,0,0
Filippo Falco,13.45883704259595,5,6,11
Rodrigo Antônio,11.51293546492023,1,3,4
Harlem Gnohéré,11.225256725762893,5,2,7
Ytalo,12.429220196836383,0,0,0
Eduardo Herrera,12.611541086966115,1,0,1
Gregor Balazic,10.819798284210286,8,2,10
Miguel Dachelet,11.225256725762893,0,2,2
Grant Gillespie,12.323860125621126,2,6,8
Sergio Mantecón,11.51293546492023,0,0,0
Chechu Dorado,10.12667110305036,0,1,1
Volodymyr Bidlovskyi,11.225256725762893,0,0,0
Bogdan Kogut,11.225256725762893,0,0,0
Manu Busto,11.918397239722838,1,1,2
Xisco Campos,10.819798284210286,0,1,1
Carlos Caballero,11.51293546492023,1,0,1
Bartosz Salamon,12.899222326086994,0,1,1
Luciano Becchio,12.429220196836383,1,1,2
Davide Grassi,11.918397239722838,0,0,0
Wout Droste,12.429220196836383,1,7,8
Joran Pot,11.51293546492023,0,0,0
Jules Reimerink,11.51293546492023,3,1,4
Róger Espinoza,11.918397239722838,1,3,4
Josimar Lima,11.918397239722838,1,1,2
Luis Pedro,9.210440366976517,1,1,2
Brek Shea,12.611541086966115,0,0,0
Antonio Reguero,10.12667110305036,0,0,0
Javi Moyano,10.819798284210286,0,1,1
Nauzet Pérez,11.51293546492023,0,0,0
Raffaele De Vita,11.736077016252437,4,6,10
Adrián San Miguel,12.899222326086994,0,0,0
Stefan Scepovic,12.429220196836383,11,2,13
Gianluca Musacci,10.819798284210286,0,1,1
Carlos Carmona,11.51293546492023,10,7,17
Kyle Jacobs,12.323860125621126,0,0,0
Darren Jamieson,11.918397239722838,0,0,0
Gordon Smith,11.918397239722838,0,1,1
Xabi Etxeita,12.611541086966115,11,5,16
Iago Herrerín,12.899222326086994,0,1,1
Ander Iturraspe,14.508658238524095,2,7,9
Iñigo Pérez,13.304686600863562,5,4,9
Txema Añibarro,11.51293546492023,0,0,0
Marco Paixão,10.819798284210286,2,0,2
Oleksandr Nad,10.12667110305036,0,0,0
Joey Godee,11.51293546492023,0,2,2
Dani Giménez,11.51293546492023,0,0,0
Bruno Wilson,13.710151153416941,6,2,8
Jon Ander Serantes,11.918397239722838,0,0,0
Gaizka Toquero,12.206077645517674,4,3,7
Khasan Mamtov,10.819798284210286,1,1,2
Antonio Amaya,11.51293546492023,5,2,7
David Ferreiro,12.611541086966115,3,7,10
Raúl Llorente,10.819798284210286,2,5,7
Andres Tuñez,12.429220196836383,0,0,0
Ertugrul Furkan,11.51293546492023,0,0,0
Johan Gastien,13.122365377402328,4,4,8
Erkam Resmen,11.51293546492023,0,0,0
Aleksey Pomerko,11.918397239722838,1,0,1
Maksim Semakin,10.12667110305036,2,0,2
Aleksey Shumskikh,12.206077645517674,0,0,0
Aleksey Bazanov,12.611541086966115,0,0,0
Álex Bergantiños,10.819798284210286,4,3,7
Dimitrios Chasomeris,12.206077645517674,5,1,6
Juan Domínguez,12.429220196836383,4,2,6
Hugo Fraile,12.206077645517674,0,0,0
Juanan,11.918397239722838,0,0,0
Guille Pérez,9.210440366976517,3,3,6
Mervan Celik,11.918397239722838,11,1,12
Christopher Oualembo,13.122365377402328,0,1,1
Héctor Rodas,11.918397239722838,0,0,0
Javi López,12.206077645517674,2,6,8
Javi Márquez,11.918397239722838,5,5,10
Marc Pedraza,11.51293546492023,0,0,0
Morten Koch Nielsen,10.819798284210286,0,0,0
Manuel Lucena,12.206077645517674,0,0,0
Mamadou Samassa,12.429220196836383,0,0,0
Nahuel Valentini,11.918397239722838,0,0,0
Bernd Leno,15.894952224644102,0,2,2
Andrey Pazin,10.12667110305036,2,0,2
Manu Barreiro,11.51293546492023,0,0,0
Rafa Sousa,10.819798284210286,0,0,0
Riccardo Bocalon,11.918397239722838,1,0,1
Roland Gigolaev,11.51293546492023,6,7,13
Dylan McGowan,12.206077645517674,0,2,2
Thomas Meißner,12.429220196836383,1,1,2
Mauro Goicoechea,11.51293546492023,0,0,0
Ribair Rodríguez,10.12667110305036,0,0,0
Yohandry Orozco,13.122365377402328,0,1,1
Mathías Cardacio,10.819798284210286,0,1,1
Bruno Fornaroli,13.017005083966255,2,1,3
Agon Mehmeti,11.918397239722838,2,0,2
Mathieu Cornet,11.225256725762893,0,0,0
Andrea Mutombo,11.918397239722838,2,3,5
Saná Camará,10.12667110305036,0,0,0
Jorge Chula,11.918397239722838,0,0,0
Hugo Marques,11.225256725762893,0,0,0
Joel Tshibamba,10.12667110305036,1,1,2
Samuel Scheimann,12.206077645517674,0,0,0
Daouda Diakité,11.918397239722838,0,0,0
Leandro Pimenta,10.819798284210286,0,0,0
Diogo Amado,11.225256725762893,7,1,8
João Pereira,10.12667110305036,2,1,3
Pedro Mendes,12.899222326086994,5,3,8
Zezinho,11.51293546492023,0,0,0
Semen Fomin,10.819798284210286,3,0,3
Hans Martínez,11.736077016252437,0,0,0
Dejan Skolnik,11.918397239722838,0,0,0
Oleksandr Sytnyk,12.206077645517674,0,1,1
Raúl Rodríguez,12.611541086966115,0,0,0
Bruno Gallo,12.765691290604371,9,3,12
Luka Tankulic,11.918397239722838,2,2,4
Ernesto Galán,12.611541086966115,0,0,0
Ivan Martic,12.899222326086994,0,1,1
Adam Clayton,12.07254696717504,0,2,2
José María López Silva,10.12667110305036,0,0,0
Franco Zuculini,10.819798284210286,2,1,3
Vid Belec,13.122365377402328,0,0,0
Rene Krhin,12.429220196836383,1,0,1
Eduardo Neto,12.07254696717504,1,0,1
Kim,10.819798284210286,0,0,0
Ahmed Kashi,12.429220196836383,1,0,1
Marc Castells,10.819798284210286,0,0,0
Pau Cendrós,10.819798284210286,0,0,0
Iván Malón,11.51293546492023,1,2,3
Martín Mantovani,10.819798284210286,4,1,5
Joan Oriol,11.51293546492023,0,0,0
Eloi Amagat,10.819798284210286,0,0,0
José Carlos,11.51293546492023,2,2,4
Marcos Gullón,10.819798284210286,1,1,2
Nagore,11.51293546492023,1,0,1
Jordi Xumetra,10.819798284210286,1,6,7
Jony Ñiguez,10.819798284210286,0,0,0
Jo Inge Berget,12.899222326086994,2,1,3
Vegar Hedenstad,12.765691290604371,1,2,3
Anzor Sanaia,12.206077645517674,1,0,1
Yaw Amankwah,11.51293546492023,1,6,7
David Ospina,14.914123179965662,0,1,1
Matías Campos Toro,12.611541086966115,0,0,0
Sten Grytebust,12.611541086966115,0,0,0
Caleb Patterson-Sewell,11.51293546492023,0,0,0
Anthony Lippini,12.611541086966115,0,0,0
James Chester,11.51293546492023,4,0,4
Joe Dudgeon,13.122365377402328,0,0,0
Sander Fischer,12.524530013005734,6,5,11
Ørjan Nyland,13.710151153416941,0,1,1
Matty James,13.592368256649284,0,2,2
Oliver Norwood,13.815511557963774,3,3,6
Jason Steele,13.527829818844937,0,1,1
Cem Sultan,10.12667110305036,0,0,0
Gary Woods,12.07254696717504,0,1,1
Luis Ibáñez,11.51293546492023,1,2,3
Ramazan Köse,10.12667110305036,0,1,1
Dimitrios Aslanidis,12.429220196836383,0,0,0
Marco Pappa,12.206077645517674,0,2,2
Shota Bibilov,11.225256725762893,4,2,6
Georgi Gabulov,12.899222326086994,5,3,8
Germán Mera,12.611541086966115,3,0,3
Viktor Genev,12.206077645517674,0,0,0
Athanasios Dinas,11.225256725762893,6,7,13
Silviu Lung Jr.,12.611541086966115,0,0,0
Giorgi Navalovski,9.210440366976517,1,3,4
Juha Pirinen,12.429220196836383,0,0,0
Kheireddine Zarabi,10.12667110305036,0,0,0
Zé Soares,13.122365377402328,2,5,7
Pablo Armero,12.206077645517674,2,7,9
John Ike Ibeh,11.918397239722838,0,0,0
Adrià Carmona,11.918397239722838,0,0,0
Petteri Forsell,12.429220196836383,0,0,0
Alessio Luciani,12.611541086966115,0,0,0
Alessandro Tuia,12.899222326086994,1,0,1
Kehinde Fatai,11.918397239722838,8,2,10
Tiago Cintra,11.225256725762893,0,0,0
Zié Diabaté,12.611541086966115,0,4,4
Maksim Rogov,10.819798284210286,1,1,2
Douglas Maia,12.429220196836383,0,0,0
Sinan Osmanoğlu,11.225256725762893,0,1,1
Declan Rudd,13.592368256649284,0,0,0
Viktor Noring,11.51293546492023,0,0,0
Lennard Sowah,11.918397239722838,0,3,3
Rodrigo Dantas,11.918397239722838,1,0,1
Jaime Simões,10.819798284210286,2,0,2
Marc Muniesa,13.45883704259595,1,2,3
Matías Aguirregaray,11.51293546492023,0,0,0
Henry Giménez,10.819798284210286,0,0,0
Nassim Ben Khalifa,13.122365377402328,1,1,2
Aleksandar Ignjovski,12.429220196836383,1,5,6
Marko Obradovic,12.206077645517674,0,1,1
André Alves,12.899222326086994,5,1,6
Félix Micolta,12.206077645517674,0,0,0
Orhan Mustafi,11.918397239722838,0,0,0
Joachim Van Damme,12.611541086966115,9,4,13
Raúl Baena,11.51293546492023,4,2,6
Guy Gnabouyou,10.12667110305036,0,0,0
Sandro,12.206077645517674,6,3,9
Elias,13.997832948091215,3,0,3
József Varga,11.51293546492023,1,0,1
Abdelhamid El Kaoutari,12.206077645517674,1,3,4
Jonathan Urretaviscaya,12.429220196836383,6,4,10
Nikola Lekovic,12.429220196836383,0,1,1
Hikmet Balioglu,10.12667110305036,0,0,0
Soner Örnek,11.51293546492023,0,0,0
Wissem Ben Yahia,10.12667110305036,3,1,4
Dorlan Pabón,13.217675375388819,12,4,16
Édouard Butin,13.07107218827772,3,0,3
Dominik Furman,12.611541086966115,0,4,4
Marco Pereira,11.51293546492023,0,1,1
Emmanuel Imorou,13.384729180332174,1,3,4
Rafal Pietrzak,12.429220196836383,0,2,2
Kornel Salata,10.12667110305036,3,0,3
Daniel Royer,12.429220196836383,2,3,5
Adlène Guédioura,11.51293546492023,1,3,4
Tarik Camdal,11.225256725762893,0,0,0
Scott Boden,11.51293546492023,1,1,2
Ben Mee,13.815511557963774,12,7,19
Benoît Ladrière,12.206077645517674,2,1,3
Franco Mussis,11.918397239722838,0,0,0
Vitaliy Ivanko,11.51293546492023,0,1,1
Reinhold Yabo,13.45883704259595,1,0,1
Marc-André ter Stegen,15.201805169084134,0,2,2
Michael Tidser,11.51293546492023,0,2,2
Michal Breznanik,10.819798284210286,3,1,4
Francis Coquelin,13.592368256649284,8,7,15
Michal Duris,12.611541086966115,4,1,5
Jakub Sylvestr,10.819798284210286,5,2,7
Marko Milinkovic,11.225256725762893,1,6,7
Milos Lacny,11.736077016252437,0,0,0
Marcel Büchel,12.611541086966115,2,2,4
Martin Dúbravka,13.527829818844937,0,0,0
Paul Slane,11.51293546492023,0,0,0
Lukas Tesak,11.918397239722838,0,5,5
Izet Hajrovic,12.206077645517674,4,2,6
Franco Jara,12.899222326086994,6,0,6
William Matheus,12.206077645517674,0,2,2
Frédéric Brillant,12.206077645517674,5,2,7
Liam Cooper,14.403297778421795,2,1,3
Everton Luiz,12.429220196836383,0,1,1
Danilo Neco,13.45883704259595,9,2,11
Helder,12.206077645517674,0,1,1
Denis,12.206077645517674,0,0,0
Célio Santos,11.51293546492023,1,0,1
Ezequiel Muñoz,11.51293546492023,1,2,3
Hegon,12.429220196836383,1,4,5
Ozéia,12.611541086966115,0,0,0
Igor Shitov,10.819798284210286,0,5,5
Sergey Veremko,10.819798284210286,0,0,0
Dmitriy Verkhovtsov,12.206077645517674,1,2,3
Harm Zeinstra,11.918397239722838,0,0,0
Magno Novaes,12.206077645517674,0,0,0
Iñigo López,11.51293546492023,1,0,1
François Bellugou,12.429220196836383,2,1,3
Radosav Petrovic,12.206077645517674,8,5,13
Pedro Morales,12.765691290604371,4,5,9
Marco Calderoni,11.51293546492023,3,3,6
Stevan Kovacevic,10.819798284210286,0,0,0
José Luis Fernández,11.736077016252437,0,0,0
Carlo Pinsoglio,12.206077645517674,0,0,0
Emanuel Sakic,11.51293546492023,3,3,6
Bolívia,12.429220196836383,1,0,1
Markus Holgersson,12.611541086966115,3,0,3
Niklas Backman,12.611541086966115,3,4,7
Robin Olsen,13.45883704259595,0,0,0
Marcos Barrera,10.819798284210286,0,0,0
Magnus Eriksson,13.304686600863562,2,3,5
Milos Jokic,12.206077645517674,1,0,1
Erik Moberg,12.206077645517674,0,0,0
Maurice Dalé,12.611541086966115,3,4,7
Thomas Bertels,12.206077645517674,0,0,0
Mikael Boman,11.918397239722838,0,1,1
Miroslav Stevanovic,14.220976332738882,1,1,2
Juan Aguilera,11.51293546492023,2,4,6
Markus Gustafsson,11.918397239722838,0,0,0
David Löfquist,11.918397239722838,1,0,1
Kristoffer Nordfeldt,12.611541086966115,0,1,1
Sergio Molina,10.819798284210286,1,0,1
Aridai Cabrera,11.51293546492023,0,0,0
Johan Martensson,12.206077645517674,1,0,1
Leandro,10.12667110305036,0,0,0
Sekou Oliseh,12.611541086966115,9,6,15
Eñaut Zubikarai,12.429220196836383,0,0,0
Erik Israelsson,11.51293546492023,1,0,1
Cauê Silva,12.611541086966115,4,1,5
Willians,12.899222326086994,0,0,0
Alexander Meyer,13.592368256649284,0,0,0
Marcos Bambam,12.429220196836383,2,1,3
Ivan Covic,10.819798284210286,0,0,0
Manu García,12.206077645517674,8,3,11
Christian Gytkjaer,13.592368256649284,5,2,7
Toño,10.819798284210286,0,0,0
Xavier Tomas,11.918397239722838,4,3,7
Aykut Ceviker,11.51293546492023,2,2,4
Marcelo Estigarribia,10.819798284210286,4,6,10
Carlos Carmona,12.429220196836383,4,2,6
Abdelkader Ghezzal,12.206077645517674,0,0,0
Mustafa Asan,10.12667110305036,2,1,3
Özgür Özkaya,10.12667110305036,1,1,2
Kerim Avci,11.51293546492023,0,1,1
Joaquín Boghossian,11.225256725762893,1,0,1
Matías Cabrera,10.12667110305036,2,5,7
Adrián Gunino,13.592368256649284,0,0,0
Diego Ifrán,13.42246945133505,2,3,5
Pablo Pintos,12.323860125621126,1,0,1
Marcelo Silva,12.611541086966115,0,0,0
Miguel Britos,14.508658238524095,4,2,6
Renato Santos,11.918397239722838,0,0,0
Simone Pasa,11.918397239722838,0,0,0
Rodrigo Sanguinetti,12.899222326086994,1,1,2
Fernandinho,11.918397239722838,0,0,0
Pablo Olivera,10.12667110305036,4,0,4
Braian Rodríguez,10.819798284210286,2,2,4
Alper Kalemci,11.51293546492023,0,0,0
Raúl Albentosa,11.918397239722838,10,5,15
Michail Fragos,10.819798284210286,0,0,0
Goran Galesic,10.12667110305036,0,1,1
Jonathan Rowell,11.51293546492023,2,1,3
Thomas Verhaar,12.07254696717504,7,6,13
Emmanuel Más,12.429220196836383,1,1,2
Gilberto García,11.918397239722838,1,1,2
Nejc Vidmar,10.819798284210286,0,0,0
Michel Macedo,12.765691290604371,3,6,9
William Edjenguélé,11.918397239722838,1,2,3
Will Buckley,13.592368256649284,0,2,2
Julien Cétout,10.819798284210286,1,2,3
Ozan Ipek,10.819798284210286,1,6,7
Eiji Kawashima,11.918397239722838,0,0,0
Michihiro Yasuda,11.225256725762893,0,1,1
Erwin Zelazny,12.691583538230217,0,0,0
Konstantinos Kotsaridis,12.206077645517674,0,0,0
Georgios Niklitsiotis,10.819798284210286,1,0,1
Igor Khudobyak,10.819798284210286,0,0,0
Panagiotis Stamogiannos,12.206077645517674,0,1,1
George Friend,11.918397239722838,0,3,3
Dean Moxey,12.899222326086994,0,1,1
Samuel Sahin-Radlinger,12.899222326086994,0,0,0
Danny Seaborne,12.611541086966115,2,1,3
Dejan Lazarevic,10.819798284210286,4,6,10
Marian Kello,11.736077016252437,0,0,0
Akaki Khubutia,10.819798284210286,0,0,0
Davit Devdariani,11.51293546492023,9,4,13
Geoffroy Serey Dié,11.51293546492023,1,4,5
Bill Hamid,12.429220196836383,0,0,0
Iván Pillud,11.51293546492023,0,0,0
Alfred N'Diaye,13.304686600863562,9,4,13
Alassane Touré,12.429220196836383,1,0,1
Lalaïna Nomenjanahary,12.429220196836383,1,3,4
Thomas Kaminski,14.914123179965662,0,0,0
